city,latitutes,longtitudes,temperature (F),Temp_max (F),humidity,cloudiness,wind speed,date,country
teshie,5.5836,-0.1072,29.31,29.31,79,20,4.63,1644434950,GH
la ronge,55.1001,-105.2842,-14.86,-14.86,78,100,4.12,1644434951,CA
samarinda,-0.5,117.15,22.97,22.97,100,100,1.12,1644434951,ID
victoria,22.2855,114.1577,15.81,17.75,83,100,2.68,1644434728,HK
pineville,31.3224,-92.4343,18.76,19.37,31,0,6.69,1644434967,US
verkhovazhye,60.7472,42.0465,-3.62,-3.62,96,100,2.82,1644434967,RU
lebu,-37.6167,-73.65,17.88,17.88,63,0,9.63,1644434968,CL
ailigandi,9.2333,-78.0167,27.35,27.35,76,29,4.73,1644434968,PA
inuvik,68.3499,-133.7218,-30.07,-29.58,73,100,3.09,1644434969,CA
kendal,54.3268,-2.7476,5.05,6.73,84,100,5.71,1644434969,GB
svetlyy,54.675,20.1347,6.03,6.03,93,100,9.33,1644434970,RU
stantsionno-oyashinskiy,55.4664,83.8245,-22.3,-22.3,92,6,4.46,1644434970,RU
ilhabela,-23.7781,-45.3581,24.39,24.39,82,42,2.6,1644434970,BR
ca mau,9.1769,105.15,24.97,24.97,84,93,4.14,1644434971,VN
saint george,37.1041,-113.5841,13.39,17.26,19,0,2.57,1644434971,US
ancud,-41.8697,-73.8203,18.04,19.12,66,100,5.17,1644434972,CL
mopipi,-21.1833,24.8833,28.97,28.97,31,36,2.58,1644434972,BW
srostki,52.4189,85.7022,-23.62,-23.62,100,100,0.53,1644434973,RU
saint-jean-port-joli,47.2171,-70.2658,-0.26,1.04,87,99,6.91,1644434973,CA
zhob,31.3411,69.4481,7.15,7.15,36,0,2.22,1644434973,PK
yar-sale,66.8333,70.8333,-16.67,-16.67,95,22,5.96,1644434974,RU
sines,37.9562,-8.8698,14.05,14.05,82,0,1.44,1644434974,PT
neustrelitz,53.3667,13.0833,7.72,7.72,88,100,5.45,1644434975,DE
katsuura,35.1333,140.3,6.12,6.22,70,100,7.14,1644434990,JP
lehigh acres,26.6254,-81.6248,20.83,22.19,60,0,3.09,1644434991,US
yerofey pavlovich,53.9667,121.9667,-21.85,-21.85,97,99,1.37,1644434991,RU
port hedland,-20.3167,118.5667,26.03,26.03,89,21,3.6,1644434991,AU
pedernales,18.0384,-71.744,27.54,27.54,66,28,1.28,1644434992,DO
peterhead,57.5058,-1.7981,1.84,2.29,69,20,8.18,1644434992,GB
bone,51.9669,12.1396,9.08,9.6,76,100,3.47,1644434993,DE
vaitape,-16.5167,-151.75,27.32,27.32,77,21,7.24,1644434745,PF
naze,28.3667,129.4833,14.78,14.78,86,98,4.98,1644434993,JP
prince rupert,54.3161,-130.3201,8.05,8.05,93,100,11.32,1644434994,CA
airai,-8.9266,125.4092,16.33,16.33,93,100,0.51,1644434994,TL
kupang,-10.1667,123.5833,25.99,25.99,84,100,0.94,1644434995,ID
nelson bay,-32.7167,152.15,17.12,19.82,67,2,1.74,1644434995,AU
kavaratti,10.5669,72.642,26.85,26.85,68,100,6.37,1644434996,IN
ballina,-28.8667,153.5667,16.05,17.1,96,7,0.0,1644434996,AU
le port,-20.9373,55.2919,22.98,24.0,82,25,1.44,1644434996,RE
svolvaer,68.2342,14.5683,0.98,1.39,86,75,10.8,1644434997,NO
songea,-10.6833,35.65,18.36,18.36,96,100,0.28,1644434997,TZ
dhidhdhoo,6.8833,73.1,27.31,27.31,74,100,3.85,1644434998,MV
oistins,13.0667,-59.5333,27.05,27.05,65,75,11.32,1644434703,BB
neftcala,39.3742,49.2472,10.73,10.73,72,3,4.75,1644435013,AZ
saldanha,-33.0117,17.9442,20.03,20.03,89,0,2.96,1644435014,ZA
cidreira,-30.1811,-50.2056,23.45,23.45,63,28,5.02,1644435014,BR
berlevag,70.8578,29.0864,-5.03,-5.03,74,96,9.77,1644435015,NO
adrar,20.5022,-10.0711,21.53,21.53,10,2,5.42,1644435015,MR
haverfordwest,51.8017,-4.9691,6.89,9.19,86,100,3.29,1644435016,GB
mahon,39.8885,4.2658,10.31,10.31,81,20,2.06,1644435017,ES
tata,24.7475,67.9235,19.22,19.22,26,0,2.54,1644435017,PK
bakel,14.905,-12.4568,28.69,28.69,7,7,4.17,1644435018,SN
homer,59.6425,-151.5483,-7.13,-7.06,72,100,8.75,1644435018,US
bereda,43.2686,-7.5406,6.34,11.86,90,0,0.76,1644435019,ES
kaabong,3.4836,34.1492,22.21,22.21,34,28,2.77,1644434833,UG
acambaro,20.0333,-100.7333,19.92,21.07,21,2,4.06,1644435020,MX
slave lake,55.2834,-114.769,2.99,2.99,81,75,1.03,1644435020,CA
mayya,61.7333,130.2811,-38.16,-38.16,98,100,0.88,1644435021,RU
henties bay,-22.116,14.2845,21.03,21.03,83,1,3.19,1644435021,NA
tandil,-37.3217,-59.1332,26.84,26.84,32,23,4.03,1644434730,AR
kulhudhuffushi,6.6221,73.07,27.16,27.16,74,100,4.12,1644435022,MV
asau,46.4333,26.4,3.51,3.51,89,18,3.02,1644435022,RO
lawton,34.6087,-98.3903,19.8,20.6,13,0,4.02,1644435038,US
grand forks,47.9417,-97.4337,-7.43,-7.04,76,100,12.86,1644434811,US
naron,43.5167,-8.1528,13.88,14.47,80,0,2.81,1644435038,ES
ahipara,-35.1667,173.1667,22.97,22.97,87,83,4.69,1644435039,NZ
vila,42.0304,-8.1588,8.09,8.17,71,2,1.85,1644435039,PT
camacha,33.0833,-16.3333,17.68,17.68,82,0,4.63,1644435040,PT
guasdualito,7.2424,-70.7324,32.0,32.0,51,95,3.6,1644435040,VE
sur,22.5667,59.5289,20.93,20.93,63,3,3.23,1644435041,OM
marrakesh,31.6315,-8.0083,23.04,23.04,27,20,1.03,1644434939,MA
bandarbeyla,9.4942,50.8122,23.87,23.87,67,100,8.92,1644435042,SO
salalah,17.0151,54.0924,23.05,23.05,15,0,4.12,1644435042,OM
royan,45.6285,-1.0281,6.83,9.15,91,0,2.77,1644435042,FR
harper,4.375,-7.7169,26.29,26.29,86,100,3.62,1644435043,LR
beringovskiy,63.05,179.3167,-29.37,-29.37,88,12,3.15,1644435043,RU
kalamnuri,19.6667,77.3333,20.49,20.49,44,50,3.33,1644435044,IN
fairbanks,64.8378,-147.7164,-22.24,-21.33,75,100,2.06,1644435032,US
quang ngai,15.1167,108.8,22.25,22.25,93,96,1.26,1644434935,VN
sohbatpur,28.5202,68.5434,15.75,15.75,31,0,1.02,1644435045,PK
tortoli,39.9256,9.6572,10.76,10.9,35,0,4.12,1644435045,IT
pocone,-16.2567,-56.6228,25.67,25.67,88,91,3.72,1644435046,BR
sterling,39.0062,-77.4286,12.74,14.24,39,20,5.14,1644435062,US
imeni poliny osipenko,52.4201,136.4853,-26.39,-26.39,100,100,0.38,1644435062,RU
agirish,61.9247,63.0231,-12.46,-12.46,93,67,4.67,1644435063,RU
awbari,26.5921,12.7805,10.96,10.96,45,2,4.47,1644435064,LY
makinsk,52.6292,70.4169,-19.91,-19.91,100,100,2.1,1644435064,KZ
padang,-0.9492,100.3543,23.82,23.82,66,100,3.74,1644435065,ID
lumby,50.2498,-118.969,3.29,5.02,93,84,0.51,1644435065,CA
kirensk,57.7853,108.1119,-30.61,-30.61,100,95,0.78,1644435066,RU
snasa,64.2457,12.3778,2.67,2.67,96,95,6.14,1644435066,NO
sisimiut,66.9395,-53.6735,-10.15,-10.15,96,100,5.19,1644435067,GL
bhan,26.5583,67.7214,17.64,17.64,37,0,1.33,1644435068,PK
maloy,61.9353,5.1136,3.26,5.26,88,100,6.71,1644435068,NO
prainha,-1.8,-53.48,29.77,29.77,63,29,1.22,1644435069,BR
nexo,55.0607,15.1306,5.05,5.05,94,51,10.85,1644435069,DK
smithers,54.7804,-127.1743,2.18,2.18,100,100,3.09,1644434822,CA
beberibe,-4.1797,-38.1306,30.02,30.02,70,37,3.66,1644435070,BR
lampazos de naranjo,27.0167,-100.5167,20.93,20.93,19,0,2.26,1644435071,MX
embonas,36.2269,27.8564,7.07,7.13,57,1,9.42,1644435086,GR
samarai,-10.6167,150.6667,27.38,27.38,74,98,4.76,1644435087,PG
gulu,2.7746,32.299,26.13,26.13,29,98,1.59,1644435087,UG
vardo,70.3705,31.1107,-3.01,-2.89,86,100,7.2,1644435088,NO
grindavik,63.8424,-22.4338,-2.74,-2.74,80,75,8.23,1644434996,IS
sechura,-5.5569,-80.8222,27.2,27.2,54,100,6.84,1644435089,PE
ola,59.5833,151.2833,-21.48,-21.48,85,100,2.66,1644435090,RU
hirara,24.8,125.2833,20.27,20.27,75,83,2.35,1644435090,JP
sandwick,60.0,-1.25,3.9,3.9,75,20,16.46,1644435091,GB
marsaxlokk,35.8419,14.5431,10.34,11.71,71,0,2.06,1644435091,MT
banjarmasin,-3.3244,114.591,25.08,25.08,95,100,0.99,1644435091,ID
makokou,0.5738,12.8642,26.28,26.28,50,85,1.57,1644435092,GA
ugoofaaru,5.6667,73.0,27.37,27.37,73,80,4.57,1644435092,MV
grenville,12.1167,-61.6167,29.03,29.03,74,5,5.25,1644435093,GD
thinadhoo,0.5333,72.9333,27.81,27.81,73,19,5.42,1644435093,MV
tadine,-21.55,167.8833,26.95,26.95,89,100,9.52,1644435094,NC
shingu,33.7333,135.9833,6.06,6.06,89,100,1.41,1644435094,JP
kobyli,48.9329,16.8916,5.2,8.15,85,75,2.43,1644435095,CZ
saint-denis,48.9167,2.3333,6.96,8.97,76,0,3.09,1644435095,FR
nevinnomyssk,44.6267,41.9453,0.73,0.73,98,100,4.27,1644435111,RU
bukama,-9.2,25.85,21.18,21.18,95,94,0.57,1644435112,CD
nanortalik,60.1432,-45.2371,-6.36,-6.36,67,92,1.49,1644435112,GL
constitucion,-35.3333,-72.4167,20.81,20.81,65,13,5.92,1644435113,CL
khandbari,27.3747,87.2039,9.33,9.33,89,74,1.4,1644435115,NP
lakes entrance,-37.8811,147.981,16.76,16.76,90,45,2.44,1644435115,AU
salinopolis,-0.6136,-47.3561,26.68,26.68,84,66,3.58,1644435116,BR
shache,38.4167,77.2406,-1.98,-1.98,50,88,0.63,1644435116,CN
hidalgotitlan,17.7833,-94.6333,19.01,19.01,86,100,1.57,1644435117,MX
fuyu,45.1833,124.8167,-15.4,-15.4,98,97,2.02,1644435117,CN
bridgend,51.5058,-3.5772,7.42,9.3,92,100,0.89,1644435000,GB
hackettstown,40.854,-74.8291,8.08,10.19,48,0,2.57,1644435118,US
mount gambier,-37.8333,140.7667,13.95,13.95,82,100,2.57,1644435118,AU
port lincoln,-34.7333,135.8667,15.99,15.99,76,94,3.07,1644435119,AU
umm kaddadah,13.6017,26.6876,19.88,19.88,14,20,5.82,1644435119,SD
kutum,14.2,24.6667,16.74,16.74,13,3,4.99,1644435045,SD
bubaque,11.2833,-15.8333,25.84,25.84,73,25,6.32,1644435120,GW
piacabucu,-10.4056,-36.4344,28.06,28.06,68,91,5.77,1644435120,BR
dukat,62.55,155.55,-29.31,-29.31,67,73,1.58,1644435121,RU
leon valley,29.4952,-98.6186,20.78,22.27,28,0,5.14,1644434923,US
maryville,35.7565,-83.9705,14.5,16.14,34,20,8.75,1644435137,US
nanakuli,21.3906,-158.1547,24.52,25.39,65,0,2.57,1644435137,US
korla,41.7597,86.1469,-3.61,-3.61,51,100,1.24,1644435084,CN
roald,62.5833,6.1333,4.28,5.18,75,75,15.43,1644435138,NO
clyde river,70.4692,-68.5914,-27.87,-27.87,76,100,11.83,1644435139,CA
nizhniy chir,48.3597,43.0865,-0.02,-0.02,92,100,6.94,1644435139,RU
usman,52.0466,39.7288,-1.98,-1.98,100,89,1.81,1644435140,RU
kungurtug,50.5994,97.5228,-25.63,-25.63,100,100,0.33,1644435140,RU
tautira,-17.7333,-149.15,29.01,29.01,75,27,7.24,1644435141,PF
paamiut,61.994,-49.6678,-5.64,-5.64,78,100,9.2,1644435141,GL
hals,56.9961,10.3081,3.88,3.98,85,17,8.43,1644435142,DK
vrangel,42.7297,133.0839,-2.4,-2.4,87,64,1.75,1644435142,RU
kasempa,-13.4584,25.8338,18.17,18.17,90,76,0.91,1644435142,ZM
hammerfest,70.6634,23.6821,-4.75,-2.15,68,0,5.66,1644435143,NO
urumqi,43.801,87.6005,-17.47,-17.47,85,40,1.0,1644434882,CN
santa isabel,-23.3156,-46.2214,23.97,24.81,84,87,3.97,1644435144,BR
zhanakorgan,43.9098,67.2495,0.17,0.17,78,24,4.0,1644435144,KZ
dali,25.7,100.1833,2.86,2.86,76,1,2.12,1644435144,CN
verkhnevilyuysk,63.4453,120.3167,-38.9,-38.9,100,90,0.52,1644435160,RU
orel-izumrud,43.4583,39.9244,4.01,4.01,93,100,3.0,1644435160,RU
koltubanovskiy,52.9407,52.0269,-6.56,-6.56,92,100,5.29,1644435161,RU
los andes,-32.8337,-70.5983,31.41,31.67,27,0,4.76,1644435161,CL
jalu,29.0331,21.5482,12.37,12.37,44,10,4.01,1644435162,LY
campbell river,50.0163,-125.2446,5.3,6.74,100,100,2.06,1644435035,CA
funadhoo,6.15,73.2667,27.25,27.25,75,79,4.77,1644435162,MV
stephenville,32.2207,-98.2023,18.85,21.05,16,0,3.6,1644435163,US
kanniyakumari,8.0833,77.5667,24.64,24.64,74,42,6.92,1644435163,IN
the valley,18.217,-63.0578,26.24,26.92,73,75,5.14,1644435040,AI
yumen,40.2833,97.2,-4.87,-4.87,42,100,5.53,1644435164,CN
at-bashi,41.1702,75.8106,-16.56,-16.56,88,84,1.3,1644435058,KG
biak,-0.9131,122.8766,24.92,24.92,82,100,1.32,1644435165,ID
wattegama,6.7989,81.4808,21.07,21.07,83,76,1.79,1644435165,LK
balikpapan,-1.2675,116.8289,23.31,23.31,95,100,2.45,1644435166,ID
mikulasovice,50.9651,14.3637,6.6,7.49,76,100,0.89,1644435166,CZ
cao bang,22.6667,106.25,9.85,9.85,97,100,0.87,1644435167,VN
kaeo,-35.1,173.7833,22.96,22.96,95,95,3.64,1644435167,NZ
chiautla,19.5333,-98.8833,18.02,18.86,25,1,1.3,1644435183,MX
tapes,-30.6733,-51.3958,24.46,24.46,55,6,4.08,1644435183,BR
assiniboia,49.6334,-105.9845,-0.1,1.95,80,99,2.57,1644435184,CA
port-cartier,50.0334,-66.8654,2.08,2.12,98,100,2.03,1644435162,CA
hickory,35.7332,-81.3412,13.53,15.17,37,0,5.14,1644435168,US
merauke,-8.4667,140.3333,25.23,25.23,89,99,2.94,1644435185,ID
nemuro,43.3236,145.575,-6.66,-6.66,78,9,3.29,1644435185,JP
bisauli,28.3167,78.9333,9.78,9.78,88,0,1.96,1644435186,IN
avera,33.194,-82.5271,15.1,16.51,33,0,3.17,1644435186,US
aden,12.7794,45.0367,24.85,24.85,69,2,7.88,1644435005,YE
sala consilina,40.3912,15.5989,5.21,6.27,63,0,0.36,1644435187,IT
atherton,53.5237,-2.4935,5.88,7.07,75,100,3.99,1644435188,GB
olavarria,-36.8927,-60.3225,26.68,26.68,47,1,4.16,1644435008,AR
chumikan,54.7183,135.315,-16.99,-16.99,95,100,3.93,1644435188,RU
sant feliu de guixols,41.7833,3.0333,10.56,12.86,48,6,5.32,1644435189,ES
floro,61.5996,5.0328,4.67,5.39,75,40,12.35,1644435190,NO
san juan,-31.5375,-68.5364,36.16,36.16,14,0,5.05,1644435190,AR
sarkand,45.41,79.9186,-5.11,-5.11,95,100,0.72,1644435191,KZ
cascavel,-24.9558,-53.4553,29.78,29.78,39,75,4.12,1644434769,BR
tigzirt,36.8886,4.1198,12.64,12.64,72,0,2.84,1644435192,DZ
livingston,55.9029,-3.5226,1.56,3.04,91,40,6.69,1644435194,GB
hamilton,39.1834,-84.5333,10.23,11.53,53,0,6.69,1644435036,US
jennings,38.7192,-90.2604,10.5,12.9,48,75,4.63,1644435154,US
seoul,37.5683,126.9778,-4.65,-2.31,71,0,1.03,1644434959,KR
priboj,44.6028,18.9314,2.8,3.88,86,7,2.33,1644435208,BA
jalingo,8.8833,11.3667,26.89,26.89,14,14,2.11,1644435208,NG
presidencia roque saenz pena,-26.7852,-60.4388,35.38,35.38,15,0,1.86,1644435209,AR
araouane,18.9048,-3.5265,21.93,21.93,8,0,4.9,1644435209,ML
comodoro rivadavia,-45.8667,-67.5,23.92,23.92,29,40,6.17,1644434996,AR
pendleton,45.6721,-118.7886,14.87,17.73,51,0,4.12,1644434930,US
winslow,35.0242,-110.6974,10.1,12.39,19,0,0.45,1644435210,US
esik,43.3552,77.4525,-3.32,-3.32,68,66,3.46,1644435210,KZ
el dorado,38.7666,-120.5177,18.26,21.9,19,100,1.34,1644435211,US
riyadh,24.6877,46.7219,15.08,15.08,25,0,3.9,1644434775,SA
ust-nera,64.5667,143.2,-34.93,-34.93,99,60,2.05,1644435212,RU
mayo,38.8876,-76.5119,11.56,14.51,52,0,5.14,1644435194,US
hun,29.1268,15.9477,11.38,11.38,58,96,5.96,1644435212,LY
hoquiam,46.9809,-123.8893,8.58,10.01,96,100,1.54,1644435213,US
mae sai,20.4335,99.8762,14.01,14.94,63,7,1.22,1644435228,TH
katoro,-3.0203,31.8958,18.6,18.6,87,100,0.97,1644435229,TZ
novikovo,51.1537,37.8879,-2.22,-2.22,97,99,2.06,1644435229,RU
menongue,-14.6585,17.691,16.36,16.36,95,100,2.07,1644435123,AO
dargaville,-35.9333,173.8833,23.22,23.22,80,20,3.53,1644435230,NZ
anadyr,64.75,177.4833,-27.72,-27.72,76,0,5.0,1644435053,RU
lanquin,15.5667,-89.9667,22.85,22.85,91,98,0.65,1644435231,GT
rocha,-34.4833,-54.3333,23.52,23.52,54,9,5.49,1644435231,UY
pychas,56.5033,52.4409,-3.86,-3.86,95,100,6.85,1644435232,RU
puerto leguizamo,-0.1934,-74.7819,25.69,25.69,89,100,0.58,1644435232,CO
herouville-saint-clair,49.2109,-0.3065,6.65,7.55,100,100,3.09,1644435233,FR
balakhta,55.38,91.6,-31.62,-31.62,100,7,0.99,1644435233,RU
gat,31.61,34.7642,12.02,12.82,100,14,8.26,1644435234,IL
jumla,29.2747,82.1838,-3.05,-3.05,90,88,2.57,1644435234,NP
taltal,-25.4,-70.4833,19.9,19.9,72,24,1.93,1644435020,CL
karratha,-20.7377,116.8463,29.05,29.05,69,50,1.48,1644435235,AU
champerico,14.3,-91.9167,33.25,33.3,62,35,4.84,1644435235,GT
esmeraldas,-19.7625,-44.3139,23.36,24.06,87,98,1.16,1644435236,BR
den helder,52.9599,4.7593,7.61,8.86,94,100,2.24,1644435136,NL
najran,17.4924,44.1277,15.36,15.36,29,0,1.03,1644435159,SA
vredendal,-31.6683,18.5012,18.67,18.67,85,0,3.51,1644435252,ZA
rensvik,63.1,7.8167,4.15,4.15,75,75,9.77,1644435252,NO
udachnyy,66.4167,112.4,-27.08,-27.08,93,100,1.27,1644435093,RU
takapau,-40.0333,176.35,19.33,21.21,92,57,0.45,1644435253,NZ
shubarshi,48.5872,57.1869,-11.9,-11.9,94,100,3.72,1644435253,KZ
linxia,35.6003,103.2064,-9.46,-9.46,92,99,1.49,1644435254,CN
yuancheng,36.652,107.7896,-9.68,-9.68,97,26,0.96,1644435255,CN
terpinnya,46.9697,35.4197,2.36,2.36,93,100,4.38,1644435256,UA
minab,27.1467,57.0801,15.18,15.18,77,0,0.51,1644435011,IR
bartica,6.4,-58.6167,28.18,28.18,91,76,1.96,1644435256,GY
sergeyevka,53.88,67.4158,-19.93,-19.93,100,34,2.39,1644435257,KZ
cabedelo,-6.9811,-34.8339,30.37,30.37,64,60,5.16,1644435257,BR
tvedestrand,58.622,8.9315,2.95,3.45,67,8,8.32,1644435258,NO
melchor de mencos,17.0686,-89.1522,21.0,21.0,88,100,3.09,1644435258,GT
sakakah,29.9697,40.2064,18.76,18.76,24,50,5.99,1644435259,SA
san luis,-33.295,-66.3356,32.96,32.96,19,0,5.39,1644435259,AR
kattivakkam,13.2167,80.3167,26.15,26.15,69,91,3.52,1644435260,IN
evensk,61.95,159.2333,-24.5,-24.5,72,25,2.5,1644435229,RU
aksu,41.1231,80.2644,-2.9,-2.9,57,79,0.6,1644435275,CN
chicama,-7.8447,-79.1469,21.3,21.3,56,100,4.57,1644435276,PE
urengoy,65.9667,78.3667,-22.42,-22.42,89,77,4.58,1644435276,RU
yakeshi,49.2833,120.7333,-24.33,-24.33,100,100,1.31,1644435278,CN
zamora,-4.0692,-78.9567,28.58,28.58,73,100,1.8,1644435278,EC
trojes,41.756,19.962,1.27,1.27,77,0,2.7,1644435279,AL
rabo de peixe,37.8,-25.5833,15.71,15.71,85,20,4.63,1644435279,PT
guadalupe,25.6833,-100.25,19.59,22.3,31,0,2.06,1644435280,MX
ellisras,-23.6649,27.7443,23.51,23.51,52,49,1.09,1644435280,ZA
salinas,36.6777,-121.6555,20.67,24.35,38,0,5.66,1644434995,US
sangar,63.9242,127.4739,-36.46,-36.46,100,100,1.09,1644435281,RU
chapleau,47.8405,-83.4034,-2.95,-2.95,93,100,3.09,1644435281,CA
tukrah,32.5341,20.5791,11.42,11.42,60,5,5.53,1644435282,LY
sorland,67.667,12.6934,2.92,2.92,58,100,11.22,1644435282,NO
calarca,4.5295,-75.6409,25.11,25.69,61,40,1.54,1644435283,CO
loviisa,60.4566,26.2251,0.71,0.81,97,100,6.7,1644435283,FI
texarkana,33.4251,-94.0477,19.06,21.12,17,0,2.57,1644435283,US
volot,57.9278,30.7025,0.1,0.1,87,100,5.69,1644435299,RU
cockburn town,21.4612,-71.1419,26.98,26.98,61,40,9.26,1644435300,TC
kayerkan,69.3497,87.7602,-20.27,-20.27,76,100,4.77,1644435149,RU
galabovo,42.139,25.8673,3.36,3.36,82,98,0.96,1644435300,BG
tromso,69.6496,18.957,0.01,0.01,55,40,4.63,1644435297,NO
sol-iletsk,51.1631,54.9918,-11.86,-11.86,96,100,3.79,1644435113,RU
banki,20.3833,85.5333,20.06,20.06,77,4,2.12,1644435301,IN
vila velha,-20.3297,-40.2925,24.41,24.97,83,75,5.66,1644435254,BR
hasilpur,29.7122,72.5553,13.98,13.98,46,0,3.0,1644435302,PK
teguise,29.0605,-13.564,20.12,20.12,64,87,2.57,1644435193,ES
ucluelet,48.9329,-125.5528,9.08,9.49,92,100,0.45,1644435050,CA
erenhot,43.6475,111.9767,-12.33,-12.33,87,75,3.97,1644435303,CN
beni suef,29.0731,31.0979,11.01,11.01,55,1,4.43,1644435303,EG
maria chiquita,9.4431,-79.7558,26.31,29.55,82,76,4.44,1644435304,PA
sinteu,47.15,22.4833,3.35,3.4,84,98,2.48,1644435304,RO
golkoy,40.6875,37.6178,0.67,0.67,99,100,0.75,1644435305,TR
manavalakurichi,8.1333,77.3,28.05,28.05,74,55,3.97,1644435306,IN
tahta,26.7693,31.5021,16.18,16.18,35,0,5.74,1644435306,EG
kashmor,28.4333,69.5833,16.23,16.23,25,0,1.85,1644435321,PK
abu samrah,35.3029,37.1841,8.7,8.7,80,96,5.59,1644435169,SY
marsa matruh,31.3525,27.2453,13.11,13.11,58,75,6.69,1644435206,EG
tucumcari,35.1717,-103.725,11.91,15.52,26,0,2.06,1644435172,US
port shepstone,-30.7414,30.455,24.64,24.64,88,100,4.72,1644435322,ZA
port-gentil,-0.7193,8.7815,26.98,26.98,89,20,2.06,1644435323,GA
mithi,24.7318,69.7981,20.1,20.1,24,0,4.84,1644435323,PK
fort saint james,54.4333,-124.25,3.98,3.98,99,100,2.54,1644435324,CA
cururupu,-1.8283,-44.8683,25.91,25.91,89,75,2.13,1644435324,BR
